308,688,488,8,330.24
309,177,214,3,945.24
310,219,71,2,828.66
311,115,162,9,2472.48
312,365,296,3,552.93
313,659,258,10,1180.40
314,559,28,7,2103.92
315,477,349,3,1052.25
316,234,89,1,328.78
317,465,41,10,2331.80
318,315,203,8,3728.48
319,306,319,9,642.51
320,63,28,6,1803.36
321,525,243,7,2343.81
322,520,122,1,325.83
323,213,389,7,389.13
324,298,93,7,1927.80
325,398,267,3,415.14
326,466,126,10,3408.40
327,660,17,5,2056.50
328,304,484,8,1017.84
329,579,145,9,444.42
330,318,242,10,3343.00
331,250,159,6,787.92
332,778,298,6,2349.84
333,579,207,7,125.79
334,85,78,2,422.24
335,184,223,9,2927.70
336,746,264,10,74.00
337,590,130,2,889.62
338,34,2,4,300.80
339,281,331,2,741.76
340,725,323,3,1298.19
341,480,175,2,14.68
342,595,125,5,1824.55
343,239,479,1,216.47
344,187,36,9,2857.50
345,693,477,7,2232.02
346,595,305,9,3897.00
347,116,396,3,871.65
348,122,305,1,433.00
349,347,47,3,312.96
350,222,313,5,33.65
351,122,438,1,283.33
352,13,444,8,1773.84
353,640,417,3,928.50
354,307,239,7,3112.69
355,281,373,4,1694.40
356,691,372,3,714.81
357,500,62,8,2879.52
358,730,361,1,99.76
359,687,484,1,127.23
360,33,270,3,296.25
361,557,68,6,2792.58
362,433,411,7,2285.71
363,232,121,2,504.68
364,514,188,5,1415.00
365,148,450,3,555.03
366,123,260,7,2412.06
367,362,298,6,2349.84
368,584,463,5,2172.25
369,14,240,3,43.74
370,724,462,1,350.70
371,443,428,2,950.60
372,319,200,2,936.62
373,123,286,2,722.86
374,152,448,7,3410.47
375,50,291,7,1514.45
376,183,351,7,2692.69
377,330,489,4,1639.84
378,183,494,2,507.28
379,428,75,8,3212.08
380,289,344,1,86.96
381,689,273,8,1599.04
382,351,192,4,1749.24
383,511,343,7,3033.45
384,70,102,9,353.88
385,110,3,9,135.90
386,142,379,4,1367.88
387,366,154,5,545.35
388,234,68,10,4654.30
389,479,329,2,317.74
390,446,144,2,912.16
391,528,477,3,956.58
392,111,253,10,1001.50
393,653,430,1,349.96
394,434,99,5,941.20
395,339,215,6,1282.98
396,469,411,5,1632.65
397,254,371,6,1841.82
398,528,235,9,1834.20
399,744,302,7,1074.15
400,533,363,10,3560.70
401,646,412,1,351.60
402,744,405,6,2855.46
403,777,19,8,3223.36
404,298,288,5,2402.30
405,594,306,9,3308.31
406,430,102,2,78.64
407,335,94,6,393.36
408,296,405,1,475.91
409,724,42,10,2521.60
410,472,500,5,1544.00
411,789,315,5,502.55
412,427,368,10,2629.40
413,427,391,9,2764.26
414,285,390,5,1583.75
415,710,385,7,1901.48
416,375,349,3,1052.25
417,566,462,4,1402.80
418,237,376,6,1919.04
419,251,333,5,904.90
420,733,324,5,2271.15
421,317,214,2,630.16
422,722,234,5,578.65
423,548,72,7,3283.77
424,182,329,7,1112.09
425,553,102,1,39.32
426,214,177,4,443.92
427,345,65,5,140.75
428,795,436,9,2570.94
429,525,380,6,844.02
430,384,193,9,1392.48
431,499,205,2,308.62
432,180,14,10,4846.50
433,21,388,2,859.14
434,271,472,3,335.07
435,8,226,10,448.60
436,538,248,3,239.82
437,97,209,10,615.60
438,376,364,9,3809.43
439,638,13,2,19.42
440,220,366,1,188.06
441,586,91,2,776.02
442,92,22,8,2007.12
443,432,208,6,2389.26
444,440,131,6,2709.48
445,288,158,5,2050.85
446,165,123,3,247.80
447,426,396,10,2905.50
448,351,386,8,2895.04
449,86,354,7,1407.63
450,623,307,7,976.15
451,700,65,4,112.60
452,278,32,9,1199.97
453,126,91,10,3880.10
454,17,352,8,824.40
455,435,169,9,951.66
456,648,257,9,1224.00
457,72,170,2,640.90
458,366,362,8,3031.44
459,554,70,9,3734.64
460,512,198,1,18.17
461,36,481,5,1502.35
462,277,92,2,187.70
463,284,313,10,67.30
464,129,182,4,1888.60
465,666,489,1,409.96
466,751,223,8,2602.40
467,622,465,3,644.34
468,150,177,6,665.88
469,772,367,1,136.56
470,662,36,4,1270.00
471,76,325,2,251.68
472,691,102,7,275.24
473,768,312,3,1085.40
474,387,236,9,1922.31
475,56,400,6,1929.48
476,92,300,1,185.67
477,445,30,7,62.51
478,187,431,6,2657.88
479,538,61,5,1714.15
480,354,271,5,771.85
481,430,5,9,1667.79
482,582,222,5,1757.50
483,611,122,3,977.49
484,234,83,2,751.80
485,448,428,6,2851.80
486,325,310,10,4528.90
487,256,484,4,508.92
488,316,496,5,734.85
489,348,186,10,1048.30
490,354,235,8,1630.40
491,98,464,1,403.83
492,123,113,2,548.94
493,391,47,9,938.88
494,94,190,7,1799.07
495,342,182,2,944.30
496,631,35,3,1114.56
497,136,209,4,246.24
498,364,497,9,2930.85
499,521,188,7,1981.00
500,735,346,8,3421.28
501,786,237,5,1824.75
502,27,444,7,1552.11
503,430,292,4,797.20
504,714,334,1,30.82
505,74,182,3,1416.45
506,571,329,6,953.22
507,237,364,9,3809.43
508,426,113,5,1372.35
509,719,465,10,2147.80
510,610,146,8,356.00
511,232,415,5,2315.00
512,663,100,4,280.28
513,9,293,7,1770.09
514,299,458,8,3989.04
515,315,45,2,397.76
516,447,407,3,1287.48
517,305,172,9,905.58
518,244,323,6,2596.38
519,632,52,4,1606.80
520,104,232,5,1744.95
521,33,324,9,4088.07
522,624,352,4,412.20
523,132,136,4,1133.24
524,558,253,4,400.60
525,769,470,8,996.56
526,336,429,3,883.47
527,370,104,6,2804.34
528,226,302,4,613.80
529,109,252,10,690.60
530,571,236,9,1922.31
531,637,418,10,2366.70
532,727,220,7,1961.19
533,694,69,9,2071.17
534,704,322,3,956.91
535,206,97,2,296.74
536,405,404,5,1227.30
537,144,332,10,3412.50
538,541,392,10,2859.50
539,521,272,3,814.77
540,629,85,9,4046.13
541,156,26,7,3420.76
542,229,206,7,2633.96
543,330,410,7,641.34
544,572,269,2,451.64
545,345,136,1,283.31
546,795,149,9,4415.40
547,35,302,10,1534.50
548,171,261,9,1675.26
549,189,276,6,1289.10
550,527,259,5,260.25
551,255,48,3,556.86
552,335,438,1,283.33
553,484,89,10,3287.80
554,523,97,6,890.22
555,662,213,2,69.04
556,363,388,10,4295.70
557,323,74,10,58.10
558,360,30,10,89.30
559,403,193,6,928.32
560,648,83,7,2631.30
561,342,324,8,3633.84
562,475,412,1,351.60
563,388,218,4,922.44
564,599,149,8,3924.80
565,690,86,10,3356.20
566,227,464,10,4038.30
567,779,445,6,1632.84
568,351,385,1,271.64
569,499,57,4,1996.76
570,224,423,3,194.16
571,475,177,9,998.82
572,370,388,10,4295.70
573,401,452,2,528.80
574,476,333,7,1266.86
575,14,427,4,1724.28
576,476,250,4,1482.04
577,799,456,3,1483.26
578,677,274,2,326.74
579,435,447,10,4578.90
580,79,417,3,928.50
581,277,162,10,2747.20
582,238,264,3,22.20
583,26,487,6,1956.00
584,5,64,2,939.86
585,76,340,1,113.02
586,84,243,1,334.83
587,158,376,10,3198.40
588,89,395,4,128.96
589,621,218,5,1153.05
590,477,396,1,290.55
591,769,320,10,2760.20
592,380,498,4,810.32
593,423,491,8,1693.36
594,634,81,2,410.06
595,465,265,6,1360.02
596,606,473,1,306.26
597,444,76,7,212.38
598,71,409,9,2311.20
599,633,362,4,1515.72
600,19,42,5,1260.80
601,219,446,1,39.56
602,676,290,6,721.86
603,85,89,2,657.56
604,71,93,1,275.40
605,611,244,7,726.39
606,508,107,3,721.20
607,138,329,4,635.48
608,602,162,6,1648.32
609,630,1,3,1301.94
610,79,50,8,3125.76
611,651,436,7,1999.62
612,748,143,6,576.90
613,213,320,3,828.06
614,453,448,5,2436.05
615,412,163,3,1004.01
616,521,181,2,874.50
617,424,404,4,981.84
618,711,408,6,1437.00
619,306,171,9,2359.89
620,123,386,6,2171.28
621,357,464,1,403.83
622,516,376,6,1919.04
623,489,340,4,452.08
624,53,192,7,3061.17
625,717,219,9,4157.37
626,520,20,4,256.92
627,686,495,2,605.18
628,205,471,6,1657.86
629,694,113,2,548.94
630,209,252,3,207.18
631,258,359,9,1158.57
632,409,290,1,120.31
633,90,179,8,193.28
634,676,181,9,3935.25
635,36,36,10,3175.00
636,763,360,8,1197.36
637,130,337,1,285.29
638,373,191,10,3788.00
639,486,27,4,1476.48
640,705,401,5,2073.40
641,742,20,8,513.84
642,569,232,10,3489.90
643,641,261,1,186.14
644,718,369,4,1404.84
645,124,172,1,100.62
646,405,145,1,49.38
647,257,364,10,4232.70
648,700,185,6,1826.34
649,111,201,3,478.80
650,686,407,2,858.32
651,499,297,6,1723.62
652,7,144,2,912.16
653,643,257,3,408.00
654,548,242,9,3008.70
655,53,360,4,598.68
656,637,229,8,333.68
657,145,472,4,446.76
658,116,270,6,592.50
659,649,46,2,580.92
660,233,429,1,294.49
661,6,7,8,1299.04
662,459,451,7,2494.03
663,252,93,10,2754.00
664,322,47,7,730.24
665,145,56,3,185.97
666,40,333,3,542.94
667,705,304,3,1044.06
668,12,342,10,1001.20
669,539,160,1,67.31
670,277,423,5,323.60
671,736,221,5,1039.75
672,182,352,8,824.40
673,138,226,2,89.72
674,535,305,10,4330.00
675,786,461,4,1109.12
676,326,287,6,1563.30
677,634,91,3,1164.03
678,533,476,3,340.29
679,581,49,5,1897.15
680,754,109,6,1179.06
681,712,346,8,3421.28
682,779,460,9,3871.08
683,465,329,2,317.74
684,559,55,2,386.16
685,338,221,6,1247.70
686,541,262,2,369.98
687,568,488,8,330.24
688,108,58,6,1434.24
689,338,119,5,235.20
690,375,69,3,690.39
691,423,368,5,1314.70
692,213,470,7,871.99
693,222,248,2,159.88
694,171,491,7,1481.69
695,293,431,8,3543.84
696,367,361,3,299.28
697,742,111,2,794.44
698,418,316,5,765.65
699,439,116,7,740.39
700,316,107,1,240.40
701,174,208,6,2389.26
702,93,78,8,1688.96
703,44,465,3,644.34
704,279,449,10,560.40
705,202,121,10,2523.40
706,330,214,4,1260.32
707,26,327,1,138.75
708,684,265,1,226.67
709,536,111,5,1986.10
710,326,354,6,1206.54
711,578,336,3,453.24
712,229,476,2,226.86
713,343,345,1,480.95
714,732,109,7,1375.57
715,493,291,5,1081.75
716,71,498,9,1823.22
717,405,37,9,1634.58
718,774,422,5,1761.25
719,111,121,2,504.68
720,165,8,8,3510.32
721,254,11,6,660.48
722,621,63,5,161.30
723,431,22,4,1003.56
724,167,257,6,816.00
725,637,198,1,18.17
726,503,67,1,327.13
727,529,442,3,912.51
728,331,255,10,1671.70
729,235,420,5,1522.75
730,293,39,1,163.74
731,760,449,3,168.12
732,241,240,1,14.58
733,359,473,4,1225.04
734,425,496,6,881.82
735,185,32,8,1066.64
736,256,162,2,549.44
737,127,132,3,1099.86
738,783,297,5,1436.35
739,475,360,10,1496.70
740,163,141,2,335.18
741,263,377,7,1184.47
742,727,121,9,2271.06
743,471,294,4,521.04
744,730,284,8,3179.52
745,59,175,1,7.34
746,442,196,1,317.26
747,559,156,3,1116.69
748,767,212,1,469.09
749,493,224,4,707.56
750,534,375,3,1021.89
751,54,314,8,1341.60
752,630,270,2,197.50
753,128,400,4,1286.32
754,577,203,5,2330.30
755,303,242,5,1671.50
756,72,370,2,119.28
757,265,118,7,2447.90
758,662,6,6,1293.18
759,644,202,4,869.32
760,635,419,7,3445.12
761,174,452,2,528.80
762,421,330,3,922.68
763,634,202,5,1086.65
764,441,184,3,189.60
765,277,351,5,1923.35
766,511,169,3,317.22
767,360,337,6,1711.74
768,544,314,5,838.50
769,334,456,2,988.84
770,107,141,8,1340.72
771,522,356,4,1674.24
772,241,95,4,823.96
773,408,124,5,1542.90
774,155,91,7,2716.07
775,287,159,1,131.32
776,491,341,2,681.76
777,149,273,8,1599.04
778,369,247,6,1794.90
779,302,261,4,744.56
780,317,500,6,1852.80
781,464,347,9,2327.04
782,792,448,2,974.42
783,285,31,7,2075.50
784,559,343,1,433.35
785,230,299,7,688.31
786,537,254,5,1507.00
787,155,144,10,4560.80
788,157,320,3,828.06
789,229,274,8,1306.96
790,26,56,9,557.91
791,56,371,10,3069.70
792,634,420,3,913.65
793,452,378,5,1055.65
794,204,219,1,461.93
795,736,115,5,1434.85
796,469,164,3,1156.98
797,92,262,3,554.97
798,81,177,4,443.92
799,306,476,6,680.58
800,371,279,2,295.20
801,425,145,4,197.52
802,70,166,9,646.83
803,334,59,4,1639.72
804,32,242,3,1002.90
805,735,354,3,603.27
806,471,338,4,1814.12
807,435,215,9,1924.47
808,671,160,10,673.10
809,755,421,6,1978.74
810,684,146,3,133.50
811,115,107,9,2163.60
812,519,68,1,465.43
813,743,431,8,3543.84
814,405,190,2,514.02
815,448,271,7,1080.59
816,660,343,2,866.70
817,5,358,3,871.26
818,600,171,2,524.42
819,371,386,10,3618.80
820,398,237,6,2189.70
821,609,323,4,1730.92
822,8,128,4,306.80
823,163,4,1,318.63
824,527,361,9,897.84
825,728,354,1,201.09
826,384,51,6,1550.04
827,416,248,1,79.94
828,755,117,9,3015.27
829,422,279,1,147.60
830,594,224,8,1415.12
831,328,12,6,1432.92
832,398,129,7,271.67
833,724,209,1,61.56
834,728,125,2,729.82
835,712,125,10,3649.10
836,629,42,5,1260.80
837,705,91,2,776.02
838,171,21,10,3029.50
839,237,362,1,378.93
840,205,262,9,1664.91
841,534,93,5,1377.00
842,449,335,1,38.14
843,467,290,2,240.62
844,504,248,2,159.88
845,755,181,7,3060.75
846,65,341,6,2045.28
847,400,428,5,2376.50
848,168,188,10,2830.00
849,573,149,10,4906.00
850,118,498,5,1012.90
851,28,3,2,30.20
852,137,150,5,1390.45
853,192,470,10,1245.70
854,335,156,2,744.46
855,536,463,6,2606.70
856,185,423,3,194.16
857,12,416,2,588.24
858,565,71,4,1657.32
859,742,270,10,987.50
860,441,97,2,296.74
861,719,51,9,2325.06
862,2,476,8,907.44
863,36,357,3,50.16
864,25,401,1,414.68
865,713,203,4,1864.24
866,483,10,4,443.68
867,648,78,1,211.12
868,480,433,2,230.88
869,300,341,6,2045.28
870,306,51,7,1808.38
871,231,316,6,918.78
872,638,377,5,846.05
873,717,105,8,1780.16
874,773,444,4,886.92
875,236,419,6,2952.96
876,364,201,3,478.80
877,359,205,6,925.86
878,239,478,3,1249.83
879,679,257,5,680.00
880,109,474,8,2825.12
881,680,347,5,1292.80
882,129,151,10,3795.40
883,489,236,3,640.77
884,741,173,4,1016.08
885,734,193,4,618.88
886,128,414,3,847.56
887,347,469,9,3850.83
888,251,89,5,1643.90
889,645,2,4,300.80
890,622,241,9,1675.80
891,155,137,1,424.81
892,440,233,2,884.82
893,7,444,7,1552.11
894,432,244,4,415.08
895,138,46,4,1161.84
896,195,402,7,2789.50
897,502,149,5,2453.00
898,319,143,6,576.90
899,163,323,2,865.46
900,631,418,4,946.68
901,34,230,9,3177.36
902,628,59,9,3689.37
903,110,96,1,391.07
904,4,265,2,453.34
905,69,52,10,4017.00
906,654,489,4,1639.84
907,4,11,3,330.24
908,414,334,9,277.38
909,584,90,10,4608.20
910,460,309,1,331.85
911,178,270,9,888.75
912,501,336,6,906.48
913,219,304,7,2436.14
914,254,340,8,904.16
915,429,86,1,335.62
916,565,157,7,2264.78
917,496,148,6,2667.90
918,165,99,1,188.24
919,116,238,7,2182.46
920,159,161,5,1295.50
921,353,104,1,467.39
922,471,142,9,2457.45
923,523,62,7,2519.58
924,357,224,3,530.67
925,502,256,7,1947.96
926,687,368,5,1314.70
927,785,227,5,2450.85
928,308,36,3,952.50
929,222,311,5,2237.70
930,618,184,2,126.40
931,585,210,2,531.86
932,21,336,1,151.08
933,777,21,3,908.85
934,396,361,5,498.80
935,36,65,2,56.30
936,175,220,1,280.17
937,753,51,4,1033.36
938,185,160,10,673.10
939,22,289,9,2452.77
940,296,267,10,1383.80
941,456,289,1,272.53
942,553,485,2,467.42
943,142,102,6,235.92
944,71,436,5,1428.30
945,402,309,1,331.85
946,38,318,1,153.24
947,130,91,8,3104.08
948,64,343,2,866.70
949,263,65,9,253.35
950,6,455,10,3931.90
951,410,287,7,1823.85
952,600,314,7,1173.90
953,283,51,2,516.68
954,507,459,6,180.84
955,688,275,9,3548.34
956,431,40,4,128.32
957,586,110,8,875.12
958,218,246,4,1596.04
959,305,43,2,213.54
960,320,22,7,1756.23
961,583,249,7,671.09
962,68,63,8,258.08
963,269,347,9,2327.04
964,509,393,5,725.00
965,429,180,3,291.39
966,740,138,1,398.47
967,111,296,9,1658.79
968,611,127,10,2211.80
969,474,229,9,375.39
970,430,376,8,2558.72
971,378,396,5,1452.75
972,377,438,5,1416.65
973,475,88,1,244.90
974,532,210,10,2659.30
975,119,410,7,641.34
976,570,43,4,427.08
977,240,63,9,290.34
978,466,455,9,3538.71
979,322,411,3,979.59
980,497,159,3,393.96
981,150,183,7,2789.08
982,766,173,4,1016.08
983,373,193,10,1547.20
984,17,399,10,4381.70
985,339,247,9,2692.35
986,362,385,8,2173.12
987,354,310,2,905.78
988,450,29,4,1068.72
989,642,26,2,977.36
990,100,426,3,695.61
991,726,105,7,1557.64
992,465,497,3,976.95
993,167,64,3,1409.79
994,385,333,10,1809.80
995,265,258,4,472.16
996,484,233,1,442.41
997,554,238,3,935.34
998,60,387,3,956.10
999,481,470,2,249.14
1000,636,98,10,1407.20
